,title,release_date,worldwide_box_office,international_box_office,domestic_box_office
333,El Rey-2018-12-07,2018-12-07,"48259,00","48259,00",
334,Ã…Å¾eytan GeÃƒÂ§idi Enhara-2018-12-07,2018-12-07,"12210,00","12210,00",
335,Pupille-2018-07-26,2018-07-26,"6827923,00","6826186,00","1737,00"
336,Racetime-2018-12-07,2018-12-07,"1291454,00","1291454,00",
337,Por amor al arte-2018-12-07,2018-12-07,"336,00","336,00",
338,A Christmas Carol-2018-12-11,2018-12-11,"441322,00","441322,00",
339,Parque Mayer-2018-12-07,2018-12-07,"250365,00","250365,00",
340,ParanÃ„Â±n Kokusu-2018-12-07,2018-12-07,"287,00","287,00",
341,Norm of the North: Keys to the Kingdom-2018-01-11,2018-01-11,"1091551,00","1091551,00",
342,The PartyÃ¢â‚¬â„¢s Just Beginning-2018-12-07,2018-12-07,"4371,00","226,00","4145,00"
343,Ruleta Rusa-2018-12-07,2018-12-07,"13752,00","13752,00",
344,Mountain Rest-2018-12-07,2018-12-07,,,
345,Sundowners-2017-12-15,2017-12-15,,,
346,Mi PequeÃƒÂ±o Gran Hombre-2018-12-07,2018-12-07,"1529896,00","1529896,00",
347,Poyraz Karayel: KÃƒÂ¼resel Sermaye-2017-12-15,2017-12-15,"54455,00","54455,00",
348,Permanent-2017-12-15,2017-12-15,,,"12847,00"
349,Papita 2da Base-2017-12-15,2017-12-15,"41950000,00","41950000,00",
350,Poveri ma Ricchissimi-2017-12-15,2017-12-15,"7396878,00","7396878,00",
351,Pescadores-2017-12-15,2017-12-15,"645,00","645,00",
352,Old Beast-2017-12-15,2017-12-15,"311678,00","311678,00",
353,NiÃƒÂ±a Perro-2017-12-15,2017-12-15,"505,00","505,00",
354,Novogodniy Perepolokh-2017-12-15,2017-12-15,"952127,00","952127,00",
355,Natale da Chef-2017-12-15,2017-12-15,"3270987,00","3270987,00",
356,Monsoon Shootout-2017-12-15,2017-12-15,"93721,00","93721,00",
357,The Midnight Man-2017-01-19,2017-01-19,"2526184,00","2526184,00",
358,"Muchos Hijos, un Mono y un Castillo-2017-12-15",2017-12-15,"643281,00","643281,00",
359,"Masoch, El camino del perro-2017-12-15",2017-12-15,"408,00","408,00",
360,Maria by Callas-2017-11-02,2017-11-02,"2795383,00","1530974,00","1264409,00"
361,Journey Of Bhangover-2017-12-15,2017-12-15,"1760,00","1760,00",
362,Hard Kaur-2017-12-15,2017-12-15,"3162,00","3162,00",
363,Nona-2018-12-07,2018-12-07,,,
364,K3 Love Cruise-2017-12-15,2017-12-15,"1081993,00","1081993,00",
365,Game Of Ayodhya-2017-12-15,2017-12-15,"5152,00","5152,00",
366,DrÃƒÂ´les de petites bÃƒÂªtes-2017-01-11,2017-01-11,"14163162,00","14163162,00",
367,Papatya-2017-12-15,2017-12-15,"2057,00","2057,00",
368,Ek Andekha Sach-2017-12-15,2017-12-15,"1992,00","1992,00",
369,Merry Men: The Real Yoruba Demons-2018-12-07,2018-12-07,"4315,00","4315,00",
370,Love Live! Sunshine!! Aqours 4th Lovelive! Sailing To The Sunshine-2018-12-07,2018-12-07,"13640,00","13640,00",
371,Mary Queen of Scots-2018-12-07,2018-12-07,"47020146,00","30371647,00","16648499,00"
372,Ma mÃƒÂ¨re est folle-2018-12-07,2018-12-07,"447679,00","447679,00",
373,Left Hand and Right Hand-2018-12-07,2018-12-07,"3346,00","3346,00",
374,Love Afterlife-2018-12-07,2018-12-07,"36540,00","36540,00",
375,La Scala: Attila-2018-12-07,2018-12-07,"33873,00","33873,00",
376,La ÃƒÂºltima bÃƒÂºsqueda-2018-12-07,2018-12-07,"773,00","773,00",
377,Kafalar KarÃ„Â±Ã…Å¸Ã„Â±k-2018-12-07,2018-12-07,"1979548,00","1979548,00",
378,Kuru-2018-12-07,2018-12-07,"5041160,00","5041160,00",
379,Kedarnath-2018-12-07,2018-12-07,"1187432,00","293850,00","893582,00"
380,Hospitality-2018-12-07,2018-12-07,,,
381,Frank and Ava-2018-12-07,2018-12-07,,,"18829,00"
382,Jin Ji De Nan Hai-2018-12-07,2018-12-07,"65446,00","65446,00",
383,Gekijoban Haikara san-ga Toru Zenpen Tokyo Dai Roman-2018-12-07,2018-12-07,,,
384,Eso Que Nos Enamora-2018-12-07,2018-12-07,"4650,00","4650,00",
385,Eia jÃƒÂµulud Tondikakul-2018-12-07,2018-12-07,,,
386,Elephants-2018-12-07,2018-12-07,,,
387,El Dulce sabor del limon-2018-12-07,2018-12-07,"349,00","349,00",
388,DumplinÃ¢â‚¬â„¢-2018-12-07,2018-12-07,"399198,00","399198,00",
389,Devushka s kosoy-2017-12-15,2017-12-15,"47374,00","47374,00",
390,Drug$-2018-12-07,2018-12-07,,,
391,La deuxiÃƒÂ¨me ÃƒÂ©toile-2017-12-15,2017-12-15,"3320313,00","3320313,00",
392,Los Desheredados-2017-12-15,2017-12-15,"902,00","902,00",
393,Desolation-2017-12-15,2017-12-15,,,
394,Blizkie-2017-12-15,2017-12-15,"2043,00","2043,00",
395,The Ballad of Lefty Brown-2017-12-15,2017-12-15,,,"7856,00"
396,The Chainbreakers-2017-12-15,2017-12-15,"282320,00","282320,00",
397,8-nengoshi no hanayome-2017-12-15,2017-12-15,"24326715,00","24326715,00",
398,Instant Dreams-2017-12-14,2017-12-14,,,
399,Algo FayÃƒÂ³-2017-12-15,2017-12-15,"1190,00","1190,00",
400,Rilu Rilu Fairilu The Movie-2017-12-14,2017-12-14,"422386,00","422386,00",
401,Ai De Pa Si Ka-2017-12-15,2017-12-15,"512000,00","512000,00",
402,Bright-2017-12-13,2017-12-13,,,
403,A Murder in Mansfield-2017-12-12,2017-12-12,,,
404,Dolgaya doroga domoy-2017-12-11,2017-12-11,"70,00","70,00",
405,Star Wars Ep. VIII: The Last Jedi-2017-12-15,2017-12-15,"1331635141,00","711453759,00","620181382,00"
406,Along With The Gods: The Two Worlds-2017-12-22,2017-12-22,"107476731,00","105567909,00","1908822,00"
407,Divide and Conquer: The Story of Roger Ailes-2018-12-07,2018-12-07,,,"38510,00"
408,Les confins du monde-2018-12-07,2018-12-07,"245034,00","245034,00",
409,Apache Warrior-2017-12-12,2017-12-12,,,
410,The Coming Back Out Ball Movie-2018-12-07,2018-12-07,"7072,00","7072,00",
411,Gangcheolbi-2017-12-14,2017-12-14,"33276122,00","33276122,00",
412,Chaco-2018-12-07,2018-12-07,"489,00","489,00",
413,The Greatest Showman-2017-12-20,2017-12-20,"433606178,00","259266004,00","174340174,00"
414,Central Park-2018-12-07,2018-12-07,,,
415,La boya-2018-12-07,2018-12-07,"5013,00","5013,00",
416,Ã„Å’ertÃƒÂ­ brko-2018-12-07,2018-12-07,"1641333,00","1641333,00",
417,Bernie The Dolphin-2018-12-07,2018-12-07,"18119,00","18119,00",
418,Ben is Back-2018-12-07,2018-12-07,"12616995,00","8913813,00","3703182,00"
419,Bizim Ã„Â°ÃƒÂ§in Ã…Å¾ampiyon-2018-12-07,2018-12-07,"6003561,00","6003561,00",
420,Banjara: The Truck Driver-2018-12-07,2018-12-07,"49757,00","49757,00",
421,Back Roads-2018-12-07,2018-12-07,,,
422,AstÃƒÂ©rix: Le secret de la potion magique-2018-12-07,2018-12-07,"73237594,00","73237594,00",
423,Asher-2018-12-07,2018-12-07,,,
424,The Belly of the Whale-2018-12-07,2018-12-07,"9626,00","9626,00",
425,Apuntes para una pelÃƒÂ­cula de atracos-2018-12-07,2018-12-07,"12023,00","12023,00",
426,Zapovednik-2018-12-06,2018-12-06,"166535,00","166535,00",
427,UchÃƒÂ» Sentai KyuurenjÃƒÂ¢ tai SupÃƒÂªsu Sukuwaddo-2018-12-06,2018-12-06,"60372,00","60372,00",
428,Twiceland-2018-12-06,2018-12-06,"136516,00","136516,00",
429,Tabaluga-2018-12-06,2018-12-06,"4835711,00","4835711,00",
430,La prima pietra-2018-12-06,2018-12-06,"420807,00","420807,00",
431,Sem par nechistikh-2018-12-06,2018-12-06,"12029,00","12029,00",
432,"Santiago, Italia-2018-12-06",2018-12-06,"1106813,00","1106813,00",
433,Tueurs-2017-12-08,2017-12-08,"309477,00","309477,00",
434,Stebuklas-2017-12-08,2017-12-08,"97649,00","97649,00",
435,"Stars 80, la Suite-2017-12-08",2017-12-08,"1978927,00","1978927,00",
436,Los sentidos-2017-12-08,2017-12-08,"1962,00","1962,00",
437,Qi Man Dun Jia-2017-12-15,2017-12-15,"46263233,00","46139046,00","124187,00"
438,Richie-2017-12-08,2017-12-08,"10815,00","10815,00",
439,All You Need is Love-2018-12-07,2018-12-07,"3565259,00","3565259,00",
440,The Rape of Recy Taylor-2017-12-08,2017-12-08,"7729,00","7729,00",
441,Un pueblo hecho canciÃƒÂ³n-2017-12-08,2017-12-08,"645,00","645,00",
442,The Pirates Of Somalia-2017-12-08,2017-12-08,"26421,00","26421,00",
443,Santa & Cie-2017-12-08,2017-12-08,"18481089,00","18481089,00",
444,Ãƒâ€“teki Taraf-2017-12-08,2017-12-08,"1197507,00","1197507,00",
445,Zhgi!-2017-12-08,2017-12-08,"313100,00","313100,00",
446,November Criminals-2017-12-08,2017-12-08,,,
447,On Adim-2017-12-08,2017-12-08,"251,00","251,00",
448,National Theatre Live: Young Marx-2017-12-08,2017-12-08,"716418,00","716418,00",
449,Maide'nin AltÃ„Â±n GÃƒÂ¼nÃƒÂ¼-2017-12-08,2017-12-08,"2512221,00","2512221,00",
450,Makala-2017-01.01,2017-01.01,"127277,00","127277,00",
451,Lerd-2017-12-08,2017-12-08,"915073,00","915073,00",
452,Royal Opera House: The Nutcracker-2017-12-08,2017-12-08,"1635471,00","1635471,00",
453,The North of Peking-2017-12-08,2017-12-08,"143865,00","143865,00",
454,Just Getting Started-2017-12-08,2017-12-08,"6756412,00","686807,00","6069605,00"
455,Jia Ru Wang Zi Shui Zhao Le-2017-12-08,2017-12-08,"828455,00","828455,00",
456,Libenjyeo-2018-12-06,2018-12-06,"20699,00","20699,00",
457,Llueven Vacas-2017-12-08,2017-12-08,"4777,00","4777,00",
458,First Kiss-2018-12-06,2018-12-06,"368097,00","368097,00",
459,Kamen RaidÃƒÂ¢ Heisei JenerÃƒÂªshonzu Fainaru: Birudo ando Eguzeido wizu Rejendo RaidÃƒÂ¢-2017-12-08,2017-12-08,"10289397,00","10289397,00",
460,Hope of Road-2018-12-06,2018-12-06,"255779,00","255779,00",
461,ClaraÃ¢â‚¬â„¢s Ghost-2018-12-06,2018-12-06,,,
462,AmÃƒÂ¡-2018-12-06,2018-12-06,,,
463,Beongaemaenui bimil-2018-12-06,2018-12-06,"352891,00","352891,00",
464,100 Dinge-2018-12-06,2018-12-06,"13946006,00","13946006,00",
465,Aquaman-2018-12-21,2018-12-21,"1143758700,00","808696893,00","335061807,00"
466,Jinsei furÃƒÂ»tsu-2018-12-06,2018-12-06,"471514,00","471514,00",
467,Tyrel-2018-12-05,2018-12-05,,,"21456,00"
468,Mortal Engines-2018-12-14,2018-12-14,"85480271,00","69529231,00","15951040,00"
469,Running Man-2018-12-05,2018-12-05,"1264724,00","1264724,00",
470,Life Is A Belief-2018-12-01,2018-12-01,"173603,00","173603,00",
471,Water Lilies of Monet - The magic of water and light-2018-11-30,2018-11-30,"546584,00","546584,00",
472,Dog 13-2018-12-04,2018-12-04,"7448509,00","7448509,00",
473,Waiting For Me In Heaven-2018-11-30,2018-11-30,"60326,00","60326,00",
474,Until Judge Do Us Apart-2018-11-30,2018-11-30,"2985,00","2985,00",
475,Vision-2018-11-30,2018-11-30,"114150,00","114150,00",
476,Tus desperdicios y otros manjares-2018-11-30,2018-11-30,"127,00","127,00",
477,Slay Belles-2018-12-04,2018-12-04,,,
478,I am Evidence-2017-12-08,2017-12-08,"1145,00","1145,00",
479,"I, Tonya-2017-12-08",2017-12-08,"53797409,00","23782875,00","30014534,00"
480,Hollow in the Land-2017-12-08,2017-12-08,,,
481,Gogita's New Life-2017-12-08,2017-12-08,"3084,00","3084,00",
482,Tiger-2018-11-30,2018-11-30,,,
483,Doeorak-2018-12-05,2018-12-05,"11366235,00","11366235,00",
484,Un Giorno All'Improvviso-2018-11-30,2018-11-30,"31298,00","31298,00",
485,Gek Van Geluk-2017-12-08,2017-12-08,"1440342,00","1440342,00",
486,Les Gardiennes-2017-05-04,2017-05-04,"4167203,00","3989872,00","177331,00"
487,From The Ground Up-2017-12-08,2017-12-08,,,
488,GalpÃƒÂ³n De MÃƒÂ¡scaras-2017-12-08,2017-12-08,"374,00","374,00",
489,Forbidden-2017-12-08,2017-12-08,"1679,00","1679,00",
490,Fukrey Returns-2017-12-08,2017-12-08,"16101765,00","16101765,00",
491,Fe de Etarras-2017-12-08,2017-12-08,"12498,00","12498,00",
492,DÃ…Â­vka za baloncheta-2017-12-08,2017-12-08,"402330,00","402330,00",
493,Ferdinand-2017-12-15,2017-12-15,"289838913,00","205428533,00","84410380,00"
494,Fan Zha Feng Bao-2017-12-08,2017-12-08,"8595808,00","8595808,00",
495,Destiny: Kamakura Monogatari-2017-12-08,2017-12-08,"35099354,00","35099354,00",
496,"Cometa El, su Perro y su Mundo-2017-12-08",2017-12-08,"122916,00","122916,00",
497,Fang Hua-2017-12-15,2017-12-15,"227089269,00","225197313,00","1891956,00"
498,Bullet Head-2017-12-08,2017-12-08,"153930,00","153930,00",
499,Cemento: El Documental-2017-12-08,2017-12-08,"4077,00","4077,00",
500,Askeladden Ã¢â‚¬â€œ I Dovregubbens Hall-2017-12-08,2017-12-08,"292147,00","292147,00",
501,Sermon on the Mount-2017-12-07,2017-12-07,"357435,00","357435,00",
502,Cho-haeng-2017-12-08,2017-12-08,"37810,00","37810,00",
503,Surviving Christmas with the Relatives-2018-11-30,2018-11-30,"36805,00","36805,00",
504,Smart Christmas-2018-11-30,2018-11-30,"179613,00","179613,00",
505,Sky Stream-2018-11-30,2018-11-30,"2789574,00","2789574,00",
506,Royal Opera House: The Nutcracker-2018-11-30,2018-11-30,"1512712,00","1512712,00",
507,Sauver ou pÃƒÂ©rir-2018-11-30,2018-11-30,"8123617,00","8123617,00",
508,Quinqui Stars-2018-11-30,2018-11-30,"9409,00","9409,00",
509,Song of Back and Neck-2018-11-30,2018-11-30,,,
510,And The Winner IsnÃ¢â‚¬â„¢t-2017-12-08,2017-12-08,,,
511,Route 33-2018-11-30,2018-11-30,"8405,00","8405,00",
512,Plagi Breslau-2018-11-30,2018-11-30,"112734,00","112734,00",
513,PeopleÃ¢â‚¬â„¢s Republic of Desire-2018-11-30,2018-11-30,,,"15241,00"
514,Please Remember me-2018-11-30,2018-11-30,"11350,00","11350,00",
515,Mulai-2018-11-30,2018-11-30,"31424,00","31424,00",
516,Miriam miente-2018-11-30,2018-11-30,"785,00","785,00",
517,Louis Theroux: Love Without Limits-2018-11-30,2018-11-30,"95114,00","95114,00",
518,Legend of Tang Dynasty 2-2018-11-30,2018-11-30,"45521268,00","45521268,00",
519,Lola et ses frÃƒÂ¨res-2018-11-30,2018-11-30,"2348186,00","2348186,00",
520,Ovunque proteggimi-2018-11-30,2018-11-30,"88944,00","88944,00",
521,KidÃ…ï¿½ Senshi Gandamu NT-2018-02-19,2018-02-19,"5866131,00","5866131,00",
522,Hotel Explotacion: Las Kellys-2018-11-30,2018-11-30,"300,00","300,00",
523,Hedefim Sensin-2018-11-30,2018-11-30,"4369198,00","4369198,00",
524,Julia y el zorro-2018-11-30,2018-11-30,"2901,00","2901,00",
525,Isabelle-2018-11-30,2018-11-30,"13296,00","13296,00",
526,Head Full of Honey-2018-11-30,2018-11-30,"138945,00","126595,00","12350,00"
527,Fantastic Dream Trip-2018-11-30,2018-11-30,"49227,00","49227,00",
528,Ghostbox Cowboy-2018-11-30,2018-11-30,,,
529,Il Premio-2017-12-06,2017-12-06,"1184346,00","1184346,00",
530,"Pororo, Dinosaur Island Adventure-2017-12-04",2017-12-04,"5824076,00","5824076,00",
531,LÃ¢â‚¬â„¢insulte-2017-01-12,2017-01-12,"3349351,00","2349313,00","1000038,00"
532,Dolaonda-2017-12-07,2017-12-07,"83132,00","83132,00",
533,Wonder Wheel-2017-12-01,2017-12-01,"13736872,00","12333635,00","1403237,00"
534,Wo Yao Xing Fu-2017-12-01,2017-12-01,"2750684,00","2750684,00",
535,A Woman of No Importance-2017-12-01,2017-12-01,"483266,00","483266,00",
536,Viraam-2017-12-01,2017-12-01,"2522,00","2522,00",
537,Vele Hemels Boven de Zevende-2017-12-01,2017-12-01,"591680,00","591680,00",
538,VerÃƒÂ£o Danado-2017-12-01,2017-12-01,"4027,00","4027,00",
539,La Villa-2017-12-01,2017-12-01,"5652066,00","5652066,00",
540,The Tribes of Palos Verdes-2017-12-01,2017-12-01,,,"11603,00"
541,Ugly Duckling-2017-12-01,2017-12-01,"177,00","177,00",
542,Umbral-2017-12-01,2017-12-01,"1188,00","1188,00",
543,Tera Intezaar-2017-12-01,2017-12-01,"295700,00","295700,00",
544,Touken Ranbu: Hanamaru - Makuai Kaisouroku-2017-12-01,2017-12-01,"374052,00","374052,00",
545,Tantei wa bar ni iru 3-2017-12-01,2017-12-01,"5589299,00","5589299,00",
546,Thiruttu Payale 2-2017-12-01,2017-12-01,"14378,00","14378,00",
547,Soldier Grandpa-2017-12-01,2017-12-01,"3314,00","3314,00",
548,Solar-2017-12-01,2017-12-01,"948,00","948,00",
549,Thrill Ride-2017-12-01,2017-12-01,,,"2226,00"
550,Exterminadores do AlÃƒÂ©m Contra a Loira do Banheiro-2018-11-30,2018-11-30,"213040,00","213040,00",
551,Fake Partner-2018-11-30,2018-11-30,"213273,00","213273,00",
552,SinfonÃƒÂ­a en abril-2017-12-01,2017-12-01,"420,00","420,00",
553,Er Shi Sui-2018-11-30,2018-11-30,"457137,00","457137,00",
554,Durante la tormenta-2018-11-30,2018-11-30,"17361796,00","17361796,00",
555,Diamantino-2018-05-24,2018-05-24,"234960,00","164872,00","70088,00"
556,DriverX-2018-11-30,2018-11-30,,,
557,Chvilky-2018-11-30,2018-11-30,"7718,00","7718,00",
558,BorÃƒÂ§-2018-11-30,2018-11-30,"4618,00","4618,00",
559,Entre dos aguas-2018-11-30,2018-11-30,"156223,00","156223,00",
560,Bolshoi Ballet: Don Quixote-2018-11-30,2018-11-30,"89119,00","89119,00",
561,Bi Bei Shang Geng Bei Shang De Gu Shi-2018-03-15,2018-03-15,"151056221,00","150333552,00","722669,00"
562,Blood Brother-2018-11-30,2018-11-30,,,
563,Bathtubs Over Broadway-2018-11-30,2018-11-30,,,
564,Araghe Sard-2018-11-30,2018-11-30,"86880,00","86880,00",
565,Behold my Heart-2018-11-30,2018-11-30,"6180,00","6180,00",
566,2-2018-11-30,2018-11-30,"6871135,00","6871135,00",
567,Vse ili nichego-2018-11-29,2018-11-29,"1421636,00","1421636,00",
568,L'uomo che comprÃƒÂ² la luna-2018-11-29,2018-11-29,"1242952,00","1242952,00",
569,Spitak-2018-11-29,2018-11-29,"51018,00","51018,00",
570,The Seven Deadly Sins: Prisoners of the Sky-2018-11-29,2018-11-29,"73439,00","73439,00",
571,Ride-2018-11-29,2018-11-29,"337046,00","337046,00",
572,Se son rose-2018-11-29,2018-11-29,"4878325,00","4878325,00",
573,Saem-2018-11-29,2018-11-29,"19389,00","19389,00",
574,QuÃƒÂ© LeÃƒÂ³n-2018-11-29,2018-11-29,,,
575,Provodnik-2018-11-29,2018-11-29,"471360,00","471360,00",
576,Si tu voyais son coeur-2017-12-01,2017-12-01,"3700,00","3700,00",
577,Shadowman-2017-12-01,2017-12-01,,,"13498,00"
578,PÃ…â„¢ÃƒÂ¡nÃƒÂ­ k mÃƒÂ¡nÃƒÂ­-2017-11-24,2017-11-24,"316507,00","316507,00",
579,Psychopaths-2017-12-01,2017-12-01,"51075,00","51075,00",
580,Perfectos Desconocidos-2017-12-01,2017-12-01,"31166312,00","31166312,00",
581,Posoki-2017-12-01,2017-12-01,"195050,00","195050,00",
582,The Shape of Water-2017-12-01,2017-12-01,"195790794,00","131931359,00","63859435,00"
583,Plonger-2017-12-01,2017-12-01,"184474,00","184474,00",
584,O Fim da InocÃƒÂªncia-2017-12-01,2017-12-01,"536807,00","536807,00",
585,Opera De Paris: Don Carlos-2017-12-01,2017-12-01,"10610,00","10610,00",
586,The New Radical-2017-12-01,2017-12-01,,,
587,NiÃƒÂ±ato-2017-12-01,2017-12-01,"4847,00","4847,00",
588,Mujeres En Foco Film Festival-2017-12-01,2017-12-01,"2,00","2,00",
589,Maximum Impact-2017-09-28,2017-09-28,"31806,00","31806,00",
590,METALLICA Quebec Magnetic-2017-12-01,2017-12-01,"54770,00","54770,00",
591,Love Beats Rhymes-2017-12-01,2017-12-01,,,
592,"Love, Cecil-2017-06-29",2017-06-29,"107940,00","1883,00","106057,00"
593,Life & Nothing More-2017-10-24,2017-10-24,"61248,00","36890,00","24358,00"
594,Kvarteto-2017-12-01,2017-12-01,"231230,00","231230,00",
595,Kolovrat-2017-12-01,2017-12-01,"10424668,00","10424668,00",
596,KÃƒÂ¶rfez-2017-12-01,2017-12-01,"7337,00","7337,00",
597,Mao Pai Jian Hu Ren-2017-12-01,2017-12-01,"278865,00","278865,00",
598,Kill Me Please-2017-12-01,2017-12-01,"8242805,00","8242805,00",
599,Meow Wolf: Origin Story-2018-11-29,2018-11-29,,,
600,Kiwi Christmas-2017-11-17,2017-11-17,"198807,00","198807,00",
601,Mowgli: Legend of the Jungle-2018-11-29,2018-11-29,,,
602,Respect-2018-11-28,2018-11-28,"15700,00","15700,00",
603,Os ParÃƒÂ§as-2017-12-01,2017-12-01,"6290388,00","6290388,00",
604,Gukgabudoui Nal-2018-11-28,2018-11-28,"27519661,00","27519661,00",
605,From the Mountain a Smile-2018-11-28,2018-11-28,"550000,00","550000,00",
606,Hello Life-2018-11-27,2018-11-27,"693523,00","693523,00",
607,The Possession of Hannah Grace-2018-11-30,2018-11-30,"42873730,00","28037556,00","14836174,00"
608,Piripkura-2018-11-26,2018-11-26,,,
609,Super Kids' Attack-2018-11-24,2018-11-24,"4979,00","4979,00",
610,Zhong Guo Lan Kui-2018-11-23,2018-11-23,"2585854,00","2585854,00",
611,Mult v. Kino Vypusk No. 85-2018-11-24,2018-11-24,"106847,00","106847,00",
612,Doubles vies-2018-05-03,2018-05-03,"3499472,00","2794553,00","704919,00"
613,Write When You Get Work-2018-11-23,2018-11-23,,,
614,VendrÃƒÂ¡n lluvias suaves-2018-11-23,2018-11-23,"2119,00","2119,00",
615,Unidad XV-2018-11-23,2018-11-23,"3047,00","3047,00",
616,Yomeddine-2018-05-31,2018-05-31,"81030,00","69722,00","11308,00"
617,Thimiru Pudichavan-2018-11-23,2018-11-23,"2839,00","2839,00",
618,8 Remains-2018-11-24,2018-11-24,,,
619,Todas las mujeres que conozco-2018-11-23,2018-11-23,"3206,00","3206,00",
620,Unga Astrid-2018-11-23,2018-11-23,"961329,00","840843,00","120486,00"
621,Jupiter Holdja-2017-12-01,2017-12-01,"51741,00","51741,00",
622,Inoperable-2017-12-01,2017-12-01,,,
623,KeplerÃ¢â‚¬â„¢s Dream-2017-12-01,2017-12-01,,,
624,Judge Zhongkui-2017-12-01,2017-12-01,"44028,00","44028,00",
625,The Grudge-2017-12-01,2017-12-01,"886183,00","886183,00",
626,Hagane no Renkinjutsushi-2017-12-01,2017-12-01,"8053641,00","8053641,00",
627,GeÃƒÂ§miÃ…Å¸teki SÃ„Â±r-2017-12-01,2017-12-01,"2108,00","2108,00",
628,Gangster Land-2017-12-01,2017-12-01,"5124,00","5124,00",
629,Firangi-2017-12-01,2017-12-01,"1623686,00","1623686,00",
630,C'est tout pour moi-2017-12-01,2017-12-01,"5521370,00","5521370,00",
631,The Eighth Day of a Week-2017-12-01,2017-12-01,"13739,00","13739,00",
632,Eat Locals-2017-12-01,2017-12-01,"6560,00","6560,00",
633,Drawing Home-2017-12-01,2017-12-01,,,
634,Camino A Marte-2017-12-01,2017-12-01,"1566750,00","1566750,00",
635,The Disaster Artist-2017-12-01,2017-12-01,"28717667,00","7597051,00","21120616,00"
636,Daisy Winters-2017-12-01,2017-12-01,,,
637,Breaking Brooklyn-2017-12-01,2017-12-01,,,
638,Dian Di Lian Meng-2017-12-01,2017-12-01,"638695,00","638695,00",
639,Bolshoi Ballet: The Nutcracker-2017-12-01,2017-12-01,"250744,00","250744,00",
640,Souvenir The Movie - Mariya Takeuchi Theater Live-2018-11-23,2018-11-23,"480066,00","480066,00",
641,SuperlÃƒÂ³pez-2018-11-23,2018-11-23,"15458332,00","15458332,00",
